time_s,path_a_quic_wire_mbps,path_b_quic_wire_mbps,total_quic_wire_mbps
205.0,26.963368,0.409984,27.373352
206.0,27.512584,0.480448,27.993032
207.0,27.414024,0.438232,27.852256
208.0,27.160528,0.446144,27.606672
209.0,27.101936,0.446184,27.54812
210.0,26.936944,0.444488,27.381432
211.0,26.919232,0.44444,27.363672
212.0,27.132024,0.444488,27.576512
213.0,27.105568,0.444952,27.55052
214.0,27.084024,0.443208,27.527232
215.0,27.0122,0.44444,27.45664
216.0,27.289728,0.443872,27.7336
217.0,27.330128,0.443872,27.774
218.0,27.33032,0.443336,27.773656
219.0,27.370392,0.435392,27.805784
220.0,27.36224,0.443176,27.805416
221.0,27.115144,0.443232,27.558376
222.0,26.93892,0.444152,27.383072
223.0,27.05116,0.44264,27.4938
224.0,26.950112,0.52236,27.472472
225.0,27.437704,0.519464,27.957168
226.0,1.145728,0.0,1.145728
