time_s,tp_path_a_mbps,tp_path_b_mbps,tp_total_mbps,path_b_share_pct,alpha_pid0,alpha_pid1,alpha_pid3,beta_pid0,beta_pid1,beta_pid3,gamma_pid0,gamma_pid1,gamma_pid3,gain_pid0,gain_pid1,gain_pid3,backoff_pid0,backoff_pid1,backoff_pid3,cwnd_bytes_pid0,cwnd_bytes_pid1,cwnd_bytes_pid3,inflight_bytes_pid0,inflight_bytes_pid1,inflight_bytes_pid3,bw_bps_pid0,bw_bps_pid1,bw_bps_pid3,owd_ms_pid0,owd_ms_pid1,owd_ms_pid3,loss_rate_pid0,loss_rate_pid1,loss_rate_pid3
10.0,21.63856,2.199384,23.837944,9.22639972641936,0.6,0.6,0.6,0.3,0.3,0.3,0.1,0.1,0.1,1.1825,1.1836932835820897,1.1824783582089553,0.9305,0.9297649253731343,0.9305126865671641,46720.0,46720.0,46720.0,0.0,24.813432835820894,31.34328358208955,10054400.0,15387124.537313433,13648511.04477612,148.695,98.8754776119403,110.23103731343284,0.0,0.0,0.0
11.0,20.885952,1.77344,22.659392,7.826511849920774,0.6,0.6,0.6,0.3,0.3,0.3,0.1,0.1,0.1,1.1825,1.1825,1.1825,0.9305,0.9305,0.9305,46720.0,46720.0,46720.0,0.0,0.0,25.0,10054400.0,13463680.0,12145280.0,148.695,111.042,123.096,0.0,0.0,0.0
12.0,20.09256,1.807176,21.899736,8.252044682182468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,20.109872,2.201136,22.311008,9.865694996837435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,20.098664,2.103912,22.202576,9.475981525747281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,20.102264,1.919216,22.02148,8.71519988665612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,20.101128,1.939272,22.0404,8.798715086840529,0.6,0.6,0.6,0.3,0.3,0.3,0.1,0.09999999999999999,0.1,1.1825,1.1431647696476965,1.0325,0.9305,0.9501658536585366,1.0055,46720.0,236520.0,962140.0,0.0,237476.0487804878,962134.4107142857,4579776.0,27901386.753387533,127718847.6734694,326.4395,271.2764159891599,241.08316709183674,0.0,0.0026222682926829266,0.02062859948979592
17.0,20.10336,1.997288,22.100648,9.03723727919652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,20.165232,2.016072,22.181304,9.089059867715621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,20.16444,2.034096,22.198536,9.163198870411994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,20.17584,2.07984,22.25568,9.345209852046757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,20.1552,2.115048,22.270248,9.497191050589109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,20.191704,2.142096,22.3338,9.591274212180641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,20.194952,2.170728,22.36568,9.705620396965351,0.6350476190476191,0.6350588235294118,0.6350243902439024,0.26495238095238094,0.26494117647058824,0.2649756097560976,0.11880952380952381,0.1188235294117647,0.11878048780487806,1.1792083333333334,1.1792058823529412,1.1792134146341464,0.9324749999999999,0.9324764705882352,0.9324719512195122,46720.0,46720.0,46720.0,0.0,18.235294117647058,0.0,9889984.0,13463680.0,9889984.0,151.1665,111.042,151.1665,0.0,0.0,0.0
24.0,20.204232,2.24988,22.454112,10.019901922641164,0.636,0.636,0.636,0.264,0.264,0.264,0.12,0.12000000000000001,0.12,1.179,1.179,1.179,0.9325999999999999,0.9326,0.9326,46720.0,46720.0,46720.0,0.0,0.0,0.0,9889984.0,13463680.0,9889984.0,151.1665,111.04200000000002,151.1665,0.0,0.0,0.0
25.0,20.239784,2.269752,22.509536,10.08351304975811,0.636,0.636,0.636,0.264,0.264,0.264,0.12000000000000001,0.12,0.12000000000000001,1.179,1.179,1.179,0.9326,0.9326,0.9326,46720.0,46720.0,46720.0,0.0,2.34375,2.3684210526315788,9889984.0,13463680.0,9889984.0,151.1665,111.04199999999999,151.1665,0.0,0.0,0.0
26.0,20.240488,2.27852,22.519008,10.118207693695922,0.636,0.636,0.636,0.264,0.264,0.264,0.12,0.12,0.12,1.179,1.179,1.179,0.9325999999999999,0.9325999999999999,0.9326,46720.0,46720.0,46720.0,0.0,10.294117647058824,42.23300970873787,9889984.0,13463680.0,9889984.0,151.1665,111.042,151.1665,0.0,0.0,0.0
27.0,20.176296,2.31672,22.493016,10.29973036964007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,20.256304,2.347736,22.60404,10.386355713403443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,20.256984,2.370592,22.627576,10.476561872999564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,20.276016,2.392904,22.66892,10.555880033102593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,20.287416,2.428512,22.715928,10.69078929991326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,20.223176,2.461168,22.684344,10.849632680583579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,20.319592,2.468432,22.788024,10.832145867496013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,20.31536,2.50364,22.819,10.971734081248083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,20.330832,2.534048,22.86488,11.082708503171675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,20.284312,2.581608,22.86592,11.290199563367667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,20.298736,1.51192,21.810656,6.932024419623141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.0,20.375816,0.452784,20.8286,2.173857100333196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,20.372152,0.45212,20.824272,2.1711203157546155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,20.373016,0.441048,20.814064,2.1189903134726595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,20.305608,0.443448,20.749056,2.1371960247251733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42.0,20.440288,0.440424,20.880712,2.109238420605581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43.0,20.447016,0.442248,20.889264,2.1171066630207744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44.0,20.160528,0.433248,20.593776,2.103781258959018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,20.363,0.438648,20.801648,2.108717540071825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0,19.722008,0.423648,20.145656,2.10292481912726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,18.012816,0.385248,18.398064,2.093959451385754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.0,20.581568,0.439248,21.020816,2.089585865743747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49.0,20.584424,0.438048,21.022472,2.083713085692301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.0,20.446992,0.439848,20.88684,2.1058618728347613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51.0,20.634808,0.440448,21.075256,2.089882087316045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52.0,20.653704,0.442152,21.095856,2.0959187434726516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53.0,20.740664,0.44788,21.188544,2.113783750313377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54.0,20.532264,0.476144,21.008408,2.2664449395689577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.0,20.767224,0.449112,21.216336,2.116821679294672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56.0,20.693008,0.450344,21.143352,2.1299555529321936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57.0,20.818992,0.448496,21.267488,2.108833915881368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58.0,20.3582,0.44172,20.79992,2.12366201408467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59.0,20.832848,0.44788,21.280728,2.1046272477144576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60.0,20.73252,0.446648,21.179168,2.1089024837991746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61.0,20.786016,0.4448,21.230816,2.0950678485461887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62.0,20.679064,0.448496,21.12756,2.1228007398866695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.0,20.93804,0.448248,21.386288,2.095959803777074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.0,20.436672,0.436176,20.872848,2.0896812931325903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65.0,21.016112,0.447264,21.463376,2.0838473872889334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66.0,20.587552,0.444184,21.031736,2.1119702149171142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67.0,20.13296,0.4294,20.56236,2.0882816952917853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68.0,20.938368,0.43864,21.377008,2.051924198185265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69.0,21.102384,0.446648,21.549032,2.072705632438617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.0,20.8686,0.447264,21.315864,2.0982682193881512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.0,21.146888,0.4448,21.591688,2.0600519977872964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.0,20.775624,0.43556,21.211184,2.0534450127819364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73.0,20.98892,0.440488,21.429408,2.0555304187591186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74.0,20.921664,0.448496,21.37016,2.0987021154731647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75.0,21.329096,0.445416,21.774512,2.0455843051729468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76.0,21.303664,0.4448,21.748464,2.0452019048333714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77.0,21.249488,0.443568,21.693056,2.044746484773745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78.0,21.013848,0.445416,21.459264,2.0756350264389307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.0,21.413432,0.444792,21.858224,2.0348954242577078,0.636,0.636,0.636,0.264,0.264,0.264,0.12,0.12000000000000001,0.12000000000000001,1.179,1.1748,1.1456,0.9326,0.9347,0.9493000000000001,46720.0,277400.0,989880.0,0.0,277603.0,990366.0,4295616.0,31125902.222222224,124079772.44444445,348.035,285.19016666666664,255.2886111111111,0.0,0.000316,0.00253
80.0,21.43344,0.446648,21.880088,2.041344623476834,0.636,0.636,0.636,0.264,0.264,0.264,0.12,0.12,0.12,1.179,1.1748,1.1456749379652604,0.9325999999999999,0.9347,0.9492625310173697,46720.0,277400.0,989880.0,0.0,277723.17647058825,989958.9032258064,4295616.0,31132556.8,123993268.08933002,348.035,285.129025,255.46722456575685,0.0,0.00031549117647058824,0.002524089330024814
81.0,21.36992,0.442952,21.812872,2.0306908691345185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.0,21.141456,0.4448,21.586256,2.0605703925683083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83.0,21.52684,0.443568,21.970408,2.0189338313608016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84.0,21.478224,0.442952,21.921176,2.0206580157925833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85.0,21.417272,0.443568,21.86084,2.0290528634764264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86.0,21.311176,0.444184,21.75536,2.0417221319251904,0.6488,0.6488,0.6488,0.2712,0.2712,0.2712,0.136,0.136,0.136,1.1213,1.1213,1.1213,0.9562000000000002,0.9562000000000002,0.9562000000000002,46720.0,46720.0,46720.0,0.0,50.0,0.0,5246592.0,5246592.0,7803200.0,284.9535,284.9535,191.5925,0.0,0.0,0.0
87.0,21.618568,0.444184,22.062752,2.0132755877417288,0.6488,0.6488,0.6488,0.2712,0.2712,0.2712,0.136,0.136,0.136,1.1212996212121211,1.121299619771863,1.1213,0.9562030303030303,0.9562030418250951,0.9562026819923373,46720.0,46720.0,46720.0,0.0,50.19011406844106,0.0,5244745.696969697,5244738.676806084,7803200.0,285.0524659090909,285.0528422053232,191.5925,0.0,0.0,0.0
88.0,21.38244,0.43864,21.82108,2.010166316240993,0.656748051948052,0.6567137931034484,0.6567382608695652,0.26013506493506494,0.2601827586206897,0.2601486956521739,0.14909090909090908,0.1490344827586207,0.14907478260869564,1.1183826839826838,1.1183952586206896,1.1183873913043476,0.9578922077922077,0.9578853448275862,0.9578895652173913,46720.0,46720.0,46720.0,0.0,53.01724137931034,0.0,5237013.333333333,5237030.8965517245,7803200.0,285.4728333333333,285.471875,191.5925,0.0,0.0,0.0
89.0,21.277712,0.442336,21.720048,2.036533252596864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.0,21.60556,0.441104,22.046664,2.00077435751731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91.0,21.732984,0.442952,22.175936,1.9974444370690827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92.0,21.646448,0.442952,22.0894,2.0052694957762545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93.0,21.431704,0.442336,21.87404,2.0221961740949546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94.0,21.82772,0.441104,22.268824,1.9808140744208138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95.0,21.793216,0.441696,22.234912,1.98649763039314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96.0,21.712664,0.439872,22.152536,1.9856507625131494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97.0,21.6022,0.443568,22.045768,2.0120324227307482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98.0,21.858688,0.440488,22.299176,1.975355501925273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.0,21.93304,0.44172,22.37476,1.9741887734214802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100.0,21.809992,0.441104,22.251096,1.9823922381171695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.0,21.687664,0.439256,22.12692,1.9851655811111535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102.0,22.014064,0.440488,22.454552,1.961686877564959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103.0,21.97356,0.440488,22.414048,1.9652318046253847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104.0,21.824672,0.440488,22.26516,1.9783733869417508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105.0,21.922504,0.439872,22.362376,1.9670181737396777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106.0,22.114664,0.439872,22.554536,1.950259584147508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.0,22.069144,0.440488,22.509632,1.9568867229815219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108.0,21.79884,0.439872,22.238712,1.9779562773239743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109.0,22.214928,0.439232,22.65416,1.9388580287240842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110.0,22.157232,0.439872,22.597104,1.9465857217809857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.0,22.120224,0.438024,22.558248,1.941746539890864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112.0,21.918736,0.437408,22.356144,1.9565449211635066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113.0,22.37152,0.439872,22.811392,1.9282996846487928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114.0,22.207904,0.438024,22.645928,1.9342285288551655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115.0,22.06852,0.4374,22.50592,1.9434886465427765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116.0,22.26556,0.438024,22.703584,1.92931653434101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117.0,22.3524,0.437408,22.789808,1.9193141074290754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118.0,22.331736,0.437408,22.769144,1.921055969429505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119.0,22.016752,0.436792,22.453544,1.9453142898065445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120.0,22.347,0.433096,22.780096,1.90120357701741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121.0,21.865472,0.425704,22.291176,1.9097422226624563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.0,22.256216,0.438024,22.69424,1.9301109003870585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123.0,22.459632,0.438024,22.897656,1.9129643663089355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124.0,22.51676,0.435536,22.952296,1.897570508850182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125.0,22.51908,0.436176,22.955256,1.9001138562776212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126.0,22.253504,0.436824,22.690328,1.925155070477606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127.0,22.72988,0.437184,23.167064,1.8870928141779209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128.0,22.519104,0.43556,22.954664,1.8974793096514069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.0,22.539192,0.434944,22.974136,1.8931898026546026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130.0,22.581592,0.436176,23.017768,1.8949534985320906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131.0,22.667784,0.436824,23.104608,1.890635841993078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132.0,22.674376,0.434944,23.10932,1.8821150946890692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133.0,22.423392,0.433712,22.857104,1.8974932257384836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134.0,22.91564,0.434328,23.349968,1.8600796369399735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.0,22.708968,0.434304,23.143272,1.8765885826342965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.0,22.590416,0.433712,23.024128,1.8837282350063373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137.0,22.793792,0.434328,23.22812,1.8698370767845178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138.0,22.762936,0.431864,23.1948,1.8619000810526496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139.0,22.791192,0.433096,23.224288,1.8648408080368277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140.0,22.586496,0.430016,23.016512,1.868293510328585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141.0,23.040344,0.433096,23.47344,1.8450469977983626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142.0,22.826496,0.433712,23.260208,1.8646092932616942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143.0,22.662064,0.434328,23.096392,1.8805015086339023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144.0,23.139,0.43248,23.57148,1.834759633251709,0.659,0.659,0.659,0.257,0.257,0.257,0.1528,0.1528,0.15279999999999996,1.1733,1.1711997109826588,1.1558144827586205,0.936,0.9371,0.9447811494252873,46720.0,312440.0,989880.0,0.0,312671.9884393064,989518.5425287356,4295616.0,34128131.884393066,120577009.14022988,348.035,292.95701589595376,262.70512988505743,0.0,0.000159,0.0013561540229885057
145.0,22.967184,0.433072,23.400256,1.8507147955988175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146.0,22.929448,0.43248,23.361928,1.8512170742072316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147.0,22.89264,0.43248,23.32512,1.8541383709923036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148.0,23.104632,0.430632,23.535264,1.8297309093282317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149.0,23.172416,0.431864,23.60428,1.8296003945047257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150.0,22.773344,0.43248,23.205824,1.8636700855785167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151.0,23.326856,0.430632,23.757488,1.8126158792545743,0.659,0.659,0.659,0.257,0.257,0.257,0.1528,0.1528,0.1528,1.1165,1.1165,1.1165,0.9587000000000001,0.9587,0.9587000000000001,46720.0,46720.0,46720.0,0.0,109.94809688581314,0.0,5137344.0,5137344.0,7803200.0,291.014,291.014,191.5925,0.0,0.0,0.0
152.0,23.179592,0.430016,23.609608,1.8213601852262857,0.659,0.659,0.659,0.257,0.257,0.257,0.1528,0.1528,0.1528,1.1165,1.1165,1.1165,0.9586999999999999,0.9587,0.9587,46720.0,46720.0,46720.0,0.0,109.0909090909091,0.0,5137344.0,5137344.0,7803200.0,291.014,291.014,191.59250000000003,0.0,0.0,0.0
153.0,22.791768,0.431248,23.223016,1.8569853286928795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154.0,23.404816,0.430608,23.835424,1.8065883787089332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155.0,23.224384,0.430016,23.6544,1.8179112554112555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156.0,23.161288,0.430016,23.591304,1.8227733405495514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157.0,23.14296,0.4294,23.57236,1.8216249879095685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158.0,23.331384,0.430016,23.7614,1.8097250162027492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159.0,23.403624,0.430016,23.83364,1.8042397216707144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160.0,23.046328,0.430016,23.476344,1.8316991776913816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161.0,23.561544,0.430632,23.992176,1.7948851325532125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162.0,23.311112,0.42876,23.739872,1.8060754497749612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163.0,23.152512,0.428784,23.581296,1.818322453524183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.0,23.5384,0.428784,23.967184,1.7890462225349462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165.0,23.525144,0.428784,23.953928,1.7900362729653359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166.0,23.122072,0.427552,23.549624,1.81553641790629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167.0,23.72504,0.428168,24.153208,1.7727168995522253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.0,23.55048,0.4294,23.97988,1.7906678432085563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169.0,23.440672,0.426936,23.867608,1.7887674374407354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170.0,23.54612,0.427528,23.973648,1.7833247572501272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171.0,23.599448,0.426936,24.026384,1.7769465434332523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172.0,23.569264,0.42632,23.995584,1.7766602388172754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173.0,23.467944,0.427552,23.895496,1.7892576910728282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174.0,23.700312,0.425704,24.126016,1.7645018555902476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175.0,23.833776,0.425088,24.258864,1.7522996954845043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176.0,23.385504,0.427552,23.813056,1.7954520410987989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177.0,23.756008,0.42632,24.182328,1.7629402760561348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
